,Game Title,Weekly Sales,All Time Sales,Weeks Out
15544,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15545,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15546,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15547,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15548,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15549,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15550,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15551,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15552,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15553,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15554,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15555,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15556,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15557,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15558,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15559,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15560,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15561,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15562,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15563,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15564,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15565,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15566,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15567,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15568,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15569,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15570,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15571,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15572,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15573,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15574,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15575,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15576,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15577,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15578,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15579,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15580,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15581,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15582,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15583,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15584,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15585,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15586,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15587,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15588,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15589,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15590,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15591,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15592,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15593,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15594,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15595,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15596,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15597,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15598,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15599,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15600,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15601,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15602,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15603,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15604,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15605,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15606,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15607,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15608,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15609,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15610,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15611,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15612,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15613,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15614,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15615,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15616,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15617,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15618,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15619,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15620,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15621,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15622,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15623,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15624,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15625,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15626,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15627,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15628,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15629,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15630,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15631,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15632,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15633,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15634,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15635,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15636,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15637,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15638,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15639,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15640,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15641,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15642,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15643,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15644,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15645,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15646,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15647,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15648,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15649,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15650,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15651,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15652,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15653,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15654,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15655,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15656,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15657,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15658,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15659,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15660,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15661,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15662,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15663,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15664,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15665,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15666,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15667,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15668,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15669,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15670,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15671,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15672,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15673,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15674,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15675,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15676,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15677,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15678,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15679,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15680,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15681,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15682,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15683,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15684,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15685,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15686,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15687,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15688,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15689,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15690,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15691,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15692,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15693,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15694,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15695,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15696,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15697,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15698,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15699,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15700,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15701,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15702,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15703,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15704,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15705,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15706,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15707,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15708,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15709,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15710,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15711,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15712,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15713,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15714,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15715,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15716,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15717,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15718,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15719,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15720,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15721,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15722,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15723,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15724,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15725,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15726,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15727,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15728,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15729,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15730,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15731,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15732,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15733,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15734,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15735,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15736,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15737,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15738,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15739,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15740,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15741,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15742,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15743,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15744,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15745,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15746,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15747,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15748,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15749,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15750,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15751,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15752,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15753,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15754,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15755,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15756,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15757,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15758,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15759,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15760,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15761,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15762,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15763,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15764,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15765,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15766,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15767,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15768,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15769,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15770,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15771,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15772,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15773,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15774,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
